"symbol","entrez","entrez_mouse","symbol_mouse"
"ANKRD49","54851","56503","Ankrd49"
"ANKRD50","57182","99696","Ankrd50"
"ANKRD52","283373","237615","Ankrd52"
"ANKRD53","79998","75305","Ankrd53"
"ANKRD54","129138","223690","Ankrd54"
"ANKRD55","79722","77318","Ankrd55"
"ANKRD6","22881","140577","Ankrd6"
"ANKRD60","140731","70065","Ankrd60"
"ANKRD61","100310846","66729","Ankrd61"
"ANKRD62","342850","75721","4932414N04Rik"
"ANKRD63","100131244","383787","Ankrd63"
"ANKRD65","441869","242805","Ankrd65"
"ANKRD66","100287718","100043332","Ankrd66"
"ANKRD9","122416","74251","Ankrd9"
"ANKS1A","23294","224650","Anks1"
"ANKS1B","56899","77531","Anks1b"
"ANKS3","124401","72615","Anks3"
"ANKS4B","257629","72074","Anks4b"
"ANKS6","203286","75691","Anks6"
"ANKUB1","389161","242037","Ankub1"
"ANKZF1","55139","52231","Ankzf1"
"ANLN","54443","68743","Anln"
"ANO1","55107","101772","Ano1"
"ANO10","55129","102566","Ano10"
"ANO2","57101","243634","Ano2"
"ANO3","63982","228432","Ano3"
"ANO4","121601","320091","Ano4"
"ANO5","203859","233246","Ano5"
"ANO6","196527","105722","Ano6"
"ANO7","50636","404545","Ano7"
"ANO8","57719","382014","Ano8"
"ANO9","338440","71345","Ano9"
"ANP32B","10541","67628","Anp32b"
"ANP32E","81611","66471","Anp32e"
"ANPEP","290","16790","Anpep"
"ANTKMT","65990","214917","Antkmt"
"ANTXR1","84168","69538","Antxr1"
"ANTXR2","118429","71914","Antxr2"
"ANTXRL","195977","239029","Antxrl"
"ANXA1","301","16952","Anxa1"
"ANXA10","11199","26359","Anxa10"
"ANXA11","311","11744","Anxa11"
"ANXA13","312","69787","Anxa13"
"ANXA2","302","12306","Anxa2"
"ANXA3","306","11745","Anxa3"
"ANXA4","307","11746","Anxa4"
"ANXA5","308","11747","Anxa5"
"ANXA6","309","11749","Anxa6"
"ANXA7","310","11750","Anxa7"
"ANXA9","8416","71790","Anxa9"
"AOAH","313","27052","Aoah"
"AOC1","26","76507","Aoc1"
"AOC1","26","69761","Doxl1"
"AOC1","26","243376","Doxl2"
"AOC1","26","243377","Svs1"
"AOC2","314","237940","Aoc2"
"AOC3","8639","11754","Aoc3"
"AOPEP","84909","72061","Aopep"
"AOX1","316","11761","Aox1"
"AP1AR","55435","211556","Ap1ar"
"AP1B1","162","11764","Ap1b1"
"AP1G1","164","11765","Ap1g1"
"AP1G2","8906","11766","Ap1g2"
"AP1M1","8907","11767","Ap1m1"
"AP1M2","10053","11768","Ap1m2"
"AP1S1","1174","11769","Ap1s1"
"AP1S2","8905","108012","Ap1s2"
"AP1S3","130340","252903","Ap1s3"
"AP2A1","160","11771","Ap2a1"
"AP2A2","161","11772","Ap2a2"
"AP2B1","163","71770","Ap2b1"
"AP2M1","1173","11773","Ap2m1"
"AP2S1","1175","232910","Ap2s1"
"AP3B1","8546","11774","Ap3b1"
"AP3B2","8120","11775","Ap3b2"
"AP3D1","8943","11776","Ap3d1"
"AP3M1","26985","55946","Ap3m1"
"AP3M2","10947","64933","Ap3m2"
"AP3S1","1176","11777","Ap3s1"
"AP3S2","10239","11778","Ap3s2"
"AP4B1","10717","67489","Ap4b1"
"AP4E1","23431","108011","Ap4e1"
"AP4M1","9179","11781","Ap4m1"
"AP4S1","11154","11782","Ap4s1"
"AP5B1","91056","381201","Ap5b1"
"AP5M1","55745","74385","Ap5m1"
"AP5S1","55317","69596","Ap5s1"
"AP5Z1","9907","231855","Ap5z1"
"APAF1","317","11783","Apaf1"
"APBA1","320","319924","Apba1"
"APBA2","321","11784","Apba2"
"APBA3","9546","57267","Apba3"
"APBB1","322","11785","Apbb1"
"APBB1IP","54518","54519","Apbb1ip"
"APBB2","323","11787","Apbb2"
"APBB3","10307","225372","Apbb3"
"APC","324","11789","Apc"
"APC2","10297","23805","Apc2"
"APCDD1","147495","494504","Apcdd1"
"APCS","325","20219","Apcs"
"APEH","327","235606","Apeh"
"APEX1","328","11792","Apex1"
"APEX2","27301","77622","Apex2"
"APH1A","51107","226548","Aph1a"
"APH1B","83464","208117","Aph1b"
"APH1B","83464","68318","Aph1c"
"API5","8539","11800","Api5"
"APIP","51074","56369","Apip"
"APLF","200558","72103","Aplf"
"APLN","8862","30878","Apln"
"APLNR","187","23796","Aplnr"
"APLP1","333","11803","Aplp1"
"APLP2","334","11804","Aplp2"
"APMAP","57136","71881","Apmap"
"APOA1","335","11806","Apoa1"
"APOA2","336","11807","Apoa2"
"APOA4","337","11808","Apoa4"
"APOA5","116519","66113","Apoa5"
"APOB","338","238055","Apob"
"APOBEC1","339","11810","Apobec1"
"APOBEC2","10930","11811","Apobec2"
"APOBEC4","403314","71281","Apobec4"
"APOBR","55911","171504","Apobr"
"APOC1","341","11812","Apoc1"
"APOC2","344","11813","Apoc2"
"APOC3","345","11814","Apoc3"
"APOC4","346","11425","Apoc4"
"APOD","347","11815","Apod"
"APOE","348","11816","Apoe"
"APOF","319","103161","Apof"
"APOH","350","11818","Apoh"
"APOL6","80830","71939","Apol6"
"APOLD1","81575","381823","Apold1"
"APOM","55937","55938","Apom"
"APOO","79135","68316","Apoo"
"APOOL","139322","68117","Apool"
"APP","351","11820","App"
"APPBP2","10513","66884","Appbp2"
"APPL1","26060","72993","Appl1"
"APPL2","55198","216190","Appl2"
"APRT","353","11821","Aprt"
"APTX","54840","66408","Aptx"
"AQP1","358","11826","Aqp1"
"AQP11","282679","66333","Aqp11"
"AQP2","359","11827","Aqp2"
"AQP3","360","11828","Aqp3"
"AQP4","361","11829","Aqp4"
"AQP5","362","11830","Aqp5"
"AQP6","363","11831","Aqp6"
"AQP8","343","11833","Aqp8"
"AQP9","366","64008","Aqp9"
"AQR","9716","11834","Aqr"
"AR","367","11835","Ar"
"ARAF","369","11836","Araf"
"ARAP1","116985","69710","Arap1"
"ARAP2","116984","212285","Arap2"
"ARAP3","64411","106952","Arap3"
"ARC","23237","11838","Arc"
"ARCN1","372","213827","Arcn1"
"AREG","374","11839","Areg"
"AREL1","9870","68497","Arel1"
"ARF1","375","11840","Arf1"
"ARF3","377","11842","Arf3"
"ARF4","378","11843","Arf4"
"ARF5","381","11844","Arf5"
"ARF6","382","11845","Arf6"
"ARFGAP1","55738","228998","Arfgap1"
"ARFGAP2","84364","77038","Arfgap2"
"ARFGAP3","26286","66251","Arfgap3"
"ARFGEF1","10565","211673","Arfgef1"
"ARFGEF2","10564","99371","Arfgef2"
"ARFGEF3","57221","215821","Arfgef3"
"ARFIP1","27236","99889","Arfip1"
"ARFIP2","23647","76932","Arfip2"
"ARFRP1","10139","76688","Arfrp1"
"ARG1","383","11846","Arg1"
"ARG2","384","11847","Arg2"
"ARGLU1","55082","234023","Arglu1"
"ARHGAP1","392","228359","Arhgap1"
"ARHGAP10","79658","78514","Arhgap10"
"ARHGAP12","94134","75415","Arhgap12"
"ARHGAP15","55843","76117","Arhgap15"
"ARHGAP17","55114","70497","Arhgap17"
"ARHGAP18","93663","73910","Arhgap18"
"ARHGAP19","84986","71085","Arhgap19"
"ARHGAP20","57569","244867","Arhgap20"
"ARHGAP21","57584","71435","Arhgap21"
"ARHGAP22","58504","239027","Arhgap22"
"ARHGAP23","57636","58996","Arhgap23"
"ARHGAP24","83478","231532","Arhgap24"
"ARHGAP25","9938","232201","Arhgap25"
"ARHGAP26","23092","71302","Arhgap26"
"ARHGAP27","201176","544817","Arhgap27"
"ARHGAP28","79822","268970","Arhgap28"
"ARHGAP29","9411","214137","Arhgap29"
"ARHGAP30","257106","226652","Arhgap30"
"ARHGAP31","57514","12549","Arhgap31"
"ARHGAP32","9743","330914","Arhgap32"
"ARHGAP33","115703","233071","Arhgap33"
"ARHGAP35","2909","232906","Arhgap35"
"ARHGAP36","158763","75404","Arhgap36"
"ARHGAP39","80728","223666","Arhgap39"
"ARHGAP4","393","171207","Arhgap4"
"ARHGAP40","343578","545481","Arhgap40"
"ARHGAP42","143872","71544","Arhgap42"
"ARHGAP44","9912","216831","Arhgap44"
"ARHGAP45","23526","70719","Arhgap45"
"ARHGAP5","394","11855","Arhgap5"
"ARHGAP6","395","11856","Arhgap6"
"ARHGAP9","64333","216445","Arhgap9"
"ARHGDIA","396","192662","Arhgdia"
"ARHGDIB","397","11857","Arhgdib"
"ARHGDIG","398","14570","Arhgdig"
"ARHGEF10","9639","234094","Arhgef10"
"ARHGEF10L","55160","72754","Arhgef10l"
"ARHGEF11","9826","213498","Arhgef11"
"ARHGEF12","23365","69632","Arhgef12"
"ARHGEF15","22899","442801","Arhgef15"
"ARHGEF16","27237","230972","Arhgef16"
"ARHGEF17","9828","207212","Arhgef17"
"ARHGEF18","23370","102098","Arhgef18"
"ARHGEF19","128272","213649","Arhgef19"
"ARHGEF2","9181","16800","Arhgef2"
"ARHGEF25","115557","52666","Arhgef25"
"ARHGEF26","26084","622434","Arhgef26"
"ARHGEF28","64283","110596","Arhgef28"
"ARHGEF3","50650","71704","Arhgef3"
"ARHGEF33","100271715","381112","Arhgef33"
"ARHGEF37","389337","328967","Arhgef37"
"ARHGEF38","54848","77669","Arhgef38"
"ARHGEF39","84904","230098","Arhgef39"
"ARHGEF4","50649","226970","Arhgef4"
"ARHGEF40","55701","268739","Arhgef40"
"ARHGEF5","7984","54324","Arhgef5"
"ARHGEF6","9459","73341","Arhgef6"
"ARHGEF7","8874","54126","Arhgef7"
"ARHGEF9","23229","236915","Arhgef9"
"ARID1A","8289","93760","Arid1a"
"ARID1B","57492","239985","Arid1b"
"ARID2","196528","77044","Arid2"
"ARID3A","1820","13496","Arid3a"
"ARID3B","10620","56380","Arid3b"
"ARID3C","138715","550619","Arid3c"
"ARID4A","5926","238247","Arid4a"
"ARID4B","51742","94246","Arid4b"
"ARID5A","10865","214855","Arid5a"
"ARID5B","84159","71371","Arid5b"
"ARIH1","25820","23806","Arih1"
"ARIH2","10425","23807","Arih2"
"ARL1","400","104303","Arl1"
"ARL10","285598","56795","Arl10"
"ARL11","115761","219144","Arl11"
"ARL13A","392509","74448","Arl13a"
"ARL13B","200894","68146","Arl13b"
"ARL14","80117","71619","Arl14"
"ARL14EP","120534","212772","Arl14ep"
"ARL14EPL","644100","381142","Arl14epl"
"ARL15","54622","218639","Arl15"
"ARL16","339231","70317","Arl16"
"ARL2","402","56327","Arl2"
"ARL2BP","23568","107566","Arl2bp"
"ARL3","403","56350","Arl3"
"ARL4A","10124","11861","Arl4a"
"ARL4C","10123","320982","Arl4c"
"ARL4D","379","80981","Arl4d"
"ARL5A","26225","75423","Arl5a"
"ARL5B","221079","75869","Arl5b"
"ARL5C","390790","217151","Arl5c"
"ARL6","84100","56297","Arl6"
"ARL6IP1","23204","54208","Arl6ip1"
"ARL6IP4","51329","65105","Arl6ip4"
"ARL6IP5","10550","65106","Arl6ip5"
"ARL6IP6","151188","65103","Arl6ip6"
"ARL8A","127829","68724","Arl8a"
"ARL8B","55207","67166","Arl8b"
"ARL9","132946","384185","Arl9"
"ARMC1","55156","74252","Armc1"
"ARMC10","83787","67211","Armc10"
"ARMC12","221481","67645","Armc12"
"ARMC2","84071","213402","Armc2"
"ARMC3","219681","70882","Armc3"
"ARMC5","79798","233912","Armc5"
"ARMC6","93436","76813","Armc6"
"ARMC7","79637","276905","Armc7"
"ARMC8","25852","74125","Armc8"
"ARMC9","80210","78795","Armc9"
"ARMCX1","51309","78248","Armcx1"
"ARMCX2","9823","67416","Armcx2"
"ARMCX3","51566","71703","Armcx3"
"ARMCX4","100131755","100503043","Armcx4"
"ARMCX5","64860","494468","Armcx5"
"ARMCX6","54470","278097","Armcx6"
"ARMH1","339541","381544","Armh1"
"ARMH2","101928603","666145","Armh2"
"ARMH3","79591","71617","Armh3"
"ARMH4","145407","67419","Armh4"
"ARMT1","79624","73419","Armt1"
"ARNT","405","11863","Arnt"
"ARNT2","9915","11864","Arnt2"
"ARNTL","406","11865","Arntl"
"ARNTL2","56938","272322","Arntl2"
"ARPC1A","10552","56443","Arpc1a"
"ARPC1B","10095","11867","Arpc1b"
"ARPC2","10109","76709","Arpc2"
"ARPC3","10094","56378","Arpc3"
"ARPC4","10093","68089","Arpc4"
"ARPC5","10092","67771","Arpc5"
"ARPC5L","81873","74192","Arpc5l"
"ARPP19","10776","59046","Arpp19"
"ARPP21","10777","74100","Arpp21"
"ARR3","407","170735","Arr3"
"ARRB1","408","109689","Arrb1"
"ARRB2","409","216869","Arrb2"
"ARRDC1","92714","215705","Arrdc1"
"ARRDC2","27106","70807","Arrdc2"
"ARRDC3","57561","105171","Arrdc3"
"ARRDC4","91947","66412","Arrdc4"
"ARRDC5","645432","76920","Arrdc5"
"ARSA","410","11883","Arsa"
"ARSB","411","11881","Arsb"
"ARSG","22901","74008","Arsg"
"ARSI","340075","545260","Arsi"
"ARSJ","79642","271970","Arsj"
"ARSK","153642","77041","Arsk"
"ART1","417","11870","Art1"
"ART3","419","109979","Art3"
"ART4","420","109978","Art4"
"ART5","116969","11875","Art5"
"ARTN","9048","11876","Artn"
"ARV1","64801","68865","Arv1"
"ARVCF","421","11877","Arvcf"
"ARX","170302","11878","Arx"
"AS3MT","57412","57344","As3mt"
"ASAH1","427","11886","Asah1"
"ASAP1","50807","13196","Asap1"
"ASAP2","8853","211914","Asap2"
"ASAP3","55616","230837","Asap3"
"ASB1","51665","65247","Asb1"
"ASB10","136371","117590","Asb10"
"ASB11","140456","68854","Asb11"
"ASB12","142689","70392","Asb12"
"ASB13","79754","142688","Asb13"
"ASB14","142686","142687","Asb14"
"ASB15","142685","78910","Asb15"
"ASB16","92591","217217","Asb16"
"ASB17","127247","66772","Asb17"
"ASB18","401036","208372","Asb18"
"ASB2","51676","65256","Asb2"
"ASB4","51666","65255","Asb4"
"ASB5","140458","76294","Asb5"
"ASB6","140459","72323","Asb6"
"ASB7","140460","117589","Asb7"
"ASB8","140461","78541","Asb8"
"ASB9","140462","69299","Asb9"
"ASCC1","51008","69090","Ascc1"
"ASCC2","84164","75452","Ascc2"
"ASCC3","10973","77987","Ascc3"
"ASCL1","429","17172","Ascl1"
"ASCL2","430","17173","Ascl2"
"ASCL3","56676","56787","Ascl3"
"ASCL4","121549","67341","Ascl4"
"ASCL5","647219","226439","Ascl5"
"ASDURF","110599588","110599589","Gm50478"
"ASF1A","25842","66403","Asf1a"
"ASF1B","55723","66929","Asf1b"
"ASGR1","432","11889","Asgr1"
"ASGR2","433","11890","Asgr2"
"ASH1L","55870","192195","Ash1l"
"ASH2L","9070","23808","Ash2l"
"ASIC1","41","11419","Asic1"
"ASIC2","40","11418","Asic2"
"ASIC3","9311","171209","Asic3"
"ASIC4","55515","241118","Asic4"
"ASIC5","51802","58170","Asic5"
"ASIP","434","50518","a"
"ASL","435","109900","Asl"
"ASMT","438","107626","Asmt"
"ASNS","440","27053","Asns"
"ASNSD1","54529","70396","Asnsd1"
"ASPA","443","11484","Aspa"
"ASPDH","554235","68352","Aspdh"
"ASPG","374569","104816","Aspg"
"ASPH","444","65973","Asph"
"ASPHD1","253982","233879","Asphd1"
"ASPHD2","57168","72898","Asphd2"
"ASPM","259266","12316","Aspm"
"ASPN","54829","66695","Aspn"
"ASPRV1","151516","67855","Asprv1"
"ASPSCR1","79058","68938","Aspscr1"
"ASRGL1","80150","66514","Asrgl1"
"ASS1","445","11898","Ass1"
"ASTE1","28990","66595","Aste1"
"ASTL","431705","215095","Astl"
"ASTN1","460","11899","Astn1"
"ASTN2","23245","56079","Astn2"
"ASXL1","171023","228790","Asxl1"
"ASXL2","55252","75302","Asxl2"
"ASXL3","80816","211961","Asxl3"
"ASZ1","136991","74068","Asz1"
"ATAD1","84896","67979","Atad1"
"ATAD2","29028","70472","Atad2"
"ATAD2B","54454","320817","Atad2b"
"ATAD3A","55210","108888","Atad3a"
"ATAD5","79915","237877","Atad5"
"ATAT1","79969","73242","Atat1"
"ATCAY","85300","16467","Atcay"
"ATE1","11101","11907","Ate1"
"ATF1","466","11908","Atf1"
"ATF1","466","100040260","Atf1-ps"
"ATF2","1386","11909","Atf2"
"ATF3","467","11910","Atf3"
"ATF4","468","11911","Atf4"
"ATF5","22809","107503","Atf5"
"ATF6","22926","226641","Atf6"
"ATF6B","1388","12915","Atf6b"
"ATF7IP","55729","54343","Atf7ip"
"ATF7IP2","80063","75329","Atf7ip2"
"ATG10","83734","66795","Atg10"
"ATG101","60673","68118","Atg101"
"ATG12","9140","67526","Atg12"
"ATG13","9776","51897","Atg13"
"ATG14","22863","100504663","Atg14"
"ATG16L1","55054","77040","Atg16l1"
"ATG16L2","89849","73683","Atg16l2"
"ATG2A","23130","329015","Atg2a"
"ATG2B","55102","76559","Atg2b"
"ATG3","64422","67841","Atg3"
"ATG4A","115201","666468","Atg4a"
"ATG4B","23192","66615","Atg4b"
"ATG4C","84938","242557","Atg4c"
"ATG4D","84971","235040","Atg4d"
"ATG5","9474","11793","Atg5"
"ATG7","10533","74244","Atg7"
"ATG9A","79065","245860","Atg9a"
"ATG9B","285973","213948","Atg9b"
"ATIC","471","108147","Atic"
"ATL1","51062","73991","Atl1"
"ATL2","64225","56298","Atl2"
"ATL3","25923","109168","Atl3"
"ATM","472","11920","Atm"
"ATMIN","23300","234776","Atmin"
"ATN1","1822","13498","Atn1"
"ATOH1","474","11921","Atoh1"
"ATOH7","220202","53404","Atoh7"
"ATOH8","84913","71093","Atoh8"
"ATOX1","475","11927","Atox1"
"ATP10A","57194","11982","Atp10a"
"ATP10B","23120","319767","Atp10b"
"ATP10D","57205","231287","Atp10d"
"ATP11A","23250","50770","Atp11a"
"ATP11B","23200","76295","Atp11b"
"ATP11C","286410","320940","Atp11c"
"ATP12A","479","192113","Atp12a"
"ATP13A1","57130","170759","Atp13a1"
"ATP13A2","23400","74772","Atp13a2"
"ATP13A3","79572","224088","Atp13a3"
"ATP13A4","84239","224079","Atp13a4"
"ATP13A5","344905","268878","Atp13a5"
"ATP1A1","476","11928","Atp1a1"
"ATP1A2","477","98660","Atp1a2"
"ATP1A3","478","232975","Atp1a3"
"ATP1A4","480","27222","Atp1a4"
"ATP1B1","481","11931","Atp1b1"
"ATP1B2","482","11932","Atp1b2"
"ATP1B3","483","11933","Atp1b3"
"ATP1B4","23439","67821","Atp1b4"
"ATP23","91419","68876","Atp23"
"ATP2A1","487","11937","Atp2a1"
"ATP2A2","488","11938","Atp2a2"
"ATP2A3","489","53313","Atp2a3"
"ATP2B1","490","67972","Atp2b1"
"ATP2B2","491","11941","Atp2b2"
"ATP2B3","492","320707","Atp2b3"
"ATP2B4","493","381290","Atp2b4"
"ATP2C1","27032","235574","Atp2c1"
"ATP2C2","9914","69047","Atp2c2"
"ATP4A","495","11944","Atp4a"
"ATP4B","496","11945","Atp4b"
"ATP5F1A","498","11946","Atp5a1"
"ATP5F1B","506","11947","Atp5b"
"ATP5F1C","509","11949","Atp5c1"
"ATP5F1D","513","66043","Atp5d"
"ATP5F1E","514","67126","Atp5e"
"ATP5IF1","93974","11983","Atpif1"
"ATP5MC1","516","11951","Atp5g1"
"ATP5MC2","517","67942","Atp5g2"
"ATP5MC3","518","228033","Atp5g3"
"ATP5MF","9551","57423","Atp5j2"
"ATP5MJ","9556","70257","Atp5mpl"
"ATP5PB","515","11950","Atp5pb"
"ATP5PD","10476","71679","Atp5h"
"ATP5PF","522","11957","Atp5j"
"ATP5PO","539","28080","Atp5o"
"ATP6","4508","17705","ATP6"
"ATP6AP1","537","54411","Atp6ap1"
"ATP6AP2","10159","70495","Atp6ap2"
"ATP6V0A1","535","11975","Atp6v0a1"
"ATP6V0A2","23545","21871","Atp6v0a2"
"ATP6V0A4","50617","140494","Atp6v0a4"
"ATP6V0B","533","114143","Atp6v0b"
"ATP6V0C","527","11984","Atp6v0c"
"ATP6V0D1","9114","11972","Atp6v0d1"
"ATP6V0D2","245972","242341","Atp6v0d2"
"ATP6V0E1","8992","11974","Atp6v0e"
"ATP6V0E2","155066","76252","Atp6v0e2"
"ATP6V1A","523","11964","Atp6v1a"
"ATP6V1B1","525","110935","Atp6v1b1"
"ATP6V1B2","526","11966","Atp6v1b2"
"ATP6V1C1","528","66335","Atp6v1c1"
"ATP6V1C2","245973","68775","Atp6v1c2"
"ATP6V1D","51382","73834","Atp6v1d"
"ATP6V1E1","529","11973","Atp6v1e1"
"ATP6V1E2","90423","74915","Atp6v1e2"
"ATP6V1F","9296","66144","Atp6v1f"
"ATP6V1FNB","100130705","668210","Atp6v1fnb"
"ATP6V1G1","9550","66290","Atp6v1g1"
"ATP6V1G2","534","66237","Atp6v1g2"
"ATP6V1G3","127124","338375","Atp6v1g3"
"ATP6V1H","51606","108664","Atp6v1h"
"ATP7A","538","11977","Atp7a"
"ATP7B","540","11979","Atp7b"
"ATP8A1","10396","11980","Atp8a1"
"ATP8A2","51761","50769","Atp8a2"
"ATP8B1","5205","54670","Atp8b1"
"ATP8B2","57198","54667","Atp8b2"
"ATP8B3","148229","67331","Atp8b3"
"ATP8B4","79895","241633","Atp8b4"
"ATP9A","10079","11981","Atp9a"
"ATP9B","374868","50771","Atp9b"
"ATPAF1","64756","230649","Atpaf1"
"ATPAF2","91647","246782","Atpaf2"
"ATPSCKMT","134145","68073","Atpsckmt"
"ATR","545","245000","Atr"
"ATRAID","51374","381629","Atraid"
"ATRN","8455","11990","Atrn"
"ATRNL1","26033","226255","Atrnl1"
"ATRX","546","22589","Atrx"
"ATXN1","6310","20238","Atxn1"
"ATXN10","25814","54138","Atxn10"
"ATXN1L","342371","52335","Atxn1l"
"ATXN2","6311","20239","Atxn2"
"ATXN2L","11273","233871","Atxn2l"
"ATXN7","6314","246103","Atxn7"
"ATXN7L1","222255","380753","Atxn7l1"
"ATXN7L2","127002","72522","Atxn7l2"
"ATXN7L3","56970","217218","Atxn7l3"
"ATXN7L3B","552889","382423","Atxn7l3b"
"AUH","549","11992","Auh"
"AUNIP","79000","69885","Aunip"
"AUP1","550","11993","Aup1"
"AURKA","6790","20878","Aurka"
"AURKAIP1","54998","66077","Aurkaip1"
"AURKB","9212","20877","Aurkb"
"AURKC","6795","20871","Aurkc"
"AUTS2","26053","319974","Auts2"
"AVEN","57099","74268","Aven"
"AVIL","10677","11567","Avil"
"AVL9","23080","78937","Avl9"
"AVP","551","11998","Avp"
"AVPI1","60370","69534","Avpi1"
"AVPR1A","552","54140","Avpr1a"
"AVPR1B","553","26361","Avpr1b"
"AVPR2","554","12000","Avpr2"
"AWAT1","158833","245533","Awat1"
"AWAT2","158835","245532","Awat2"
"AXDND1","126859","77352","Axdnd1"
"AXIN1","8312","12005","Axin1"
"AXIN2","8313","12006","Axin2"
"AXL","558","26362","Axl"
"AZGP1","563","12007","Azgp1"
"AZI2","64343","27215","Azi2"
"AZIN1","51582","54375","Azin1"
"AZIN2","113451","242669","Azin2"
"B2M","567","12010","B2m"
"B3GALNT1","8706","26879","B3galnt1"
"B3GALNT2","148789","97884","B3galnt2"
"B3GALT1","8708","26877","B3galt1"
"B3GALT2","8707","26878","B3galt2"
"B3GALT4","8705","54218","B3galt4"
"B3GALT5","10317","93961","B3galt5"
"B3GALT6","126792","117592","B3galt6"
"B3GALT9","100288842","102637973","Gm34653"
"B3GAT1","27087","76898","B3gat1"
"B3GAT2","135152","280645","B3gat2"
"B3GAT3","26229","72727","B3gat3"
"B3GLCT","145173","381694","B3glct"
"B3GNT2","10678","53625","B3gnt2"
"B3GNT3","10331","72297","B3gnt3"
"B3GNT4","79369","231727","B3gnt4"
"B3GNT5","84002","108105","B3gnt5"
"B3GNT6","192134","272411","B3gnt6"
"B3GNT7","93010","227327","B3gnt7"
"B3GNT8","374907","232984","B3gnt8"
"B3GNT9","84752","97440","B3gnt9"
"B3GNTL1","146712","210004","B3gntl1"
"B4GALNT1","2583","14421","B4galnt1"
"B4GALNT2","124872","14422","B4galnt2"
"B4GALNT3","283358","330406","B4galnt3"
"B4GALNT4","338707","330671","B4galnt4"
"B4GALT1","2683","14595","B4galt1"
"B4GALT2","8704","53418","B4galt2"
"B4GALT3","8703","57370","B4galt3"
"B4GALT4","8702","56375","B4galt4"
"B4GALT5","9334","56336","B4galt5"
"B4GALT6","9331","56386","B4galt6"
"B4GALT7","11285","218271","B4galt7"
"B4GAT1","11041","108902","B4gat1"
"B9D1","27077","27078","B9d1"
"B9D2","80776","232987","B9d2"
"BAALC","79870","118452","Baalc"
"BAAT","570","12012","Baat"
"BABAM1","29086","68251","Babam1"
"BABAM2","9577","107976","Babam2"
"BACE1","23621","23821","Bace1"
"BACE2","25825","56175","Bace2"
"BACH2","60468","12014","Bach2"
"BAD","572","12015","Bad"
"BAG1","573","12017","Bag1"
"BAG2","9532","213539","Bag2"
"BAG3","9531","29810","Bag3"
"BAG4","9530","67384","Bag4"
"BAG5","9529","70369","Bag5"
"BAG6","7917","224727","Bag6"
"BAHCC1","57597","268515","Bahcc1"
"BAHD1","22893","228536","Bahd1"
"BAIAP2","10458","108100","Baiap2"
"BAIAP2L1","55971","66898","Baiap2l1"
"BAIAP2L2","80115","207495","Baiap2l2"
"BAIAP3","8938","545192","Baiap3"
"BAK1","578","12018","Bak1"
"BAMBI","25805","68010","Bambi"
"BANF1","8815","23825","Banf1"
"BANF2","140836","403171","Banf2"
"BANK1","55024","242248","Bank1"
"BANP","54971","53325","Banp"
"BAP1","8314","104416","Bap1"
"BARD1","580","12021","Bard1"
"BARHL1","56751","54422","Barhl1"
"BARHL2","343472","104382","Barhl2"
"BARX1","56033","12022","Barx1"
"BARX2","8538","12023","Barx2"
"BASP1","10409","70350","Basp1"
"BATF","10538","53314","Batf"
"BATF2","116071","74481","Batf2"
"BATF3","55509","381319","Batf3"
"BAX","581","12028","Bax"
"BAZ1A","11177","217578","Baz1a"
"BAZ1B","9031","22385","Baz1b"
"BAZ2A","11176","116848","Baz2a"
"BAZ2B","29994","407823","Baz2b"
"BBC3","27113","170770","Bbc3"
"BBIP1","92482","100503572","Bbip1"
"BBLN","79095","73737","Bbln"
"BBLN","79095","73737","1110008P14Rik"
"BBOF1","80127","72873","Bbof1"
"BBOX1","8424","170442","Bbox1"
"BBS1","582","52028","Bbs1"
"BBS10","79738","71769","Bbs10"
"BBS12","166379","241950","Bbs12"
"BBS2","583","67378","Bbs2"
